,T_outside,Q_internal,Q_solar,Q_hvac,T_room_rom,T_room_EP
0,23.984999999999996,0.014750000000000003,0.0,0.0,23.867493555461085,23.835301586611727
1,24.126666666666665,0.014750000000000003,0.0,0.0,23.833979826084487,23.824264132352887
2,24.268333333333334,0.014750000000000003,0.0,0.0,23.81780586442497,23.81376237401009
3,24.410000000000004,0.014750000000000003,0.0,0.0,23.79069229054188,23.80375142358282
4,24.551666666666666,0.014750000000000003,0.0,0.0,23.79349603347511,23.794196969208418
5,24.693333333333335,0.014750000000000003,0.0,0.0,23.77219047403741,23.7850694344265
6,24.834999999999997,0.014750000000000003,0.0,0.0,23.775512936954314,23.77634355268354
7,24.976666666666667,0.014750000000000003,0.0,0.0,23.75975242328365,23.767997928043222
8,25.118333333333332,0.014750000000000003,0.0,0.0,23.759979049987084,23.760035706662944
9,25.26,0.014750000000000003,0.0,0.0,23.74957155353061,23.752439934826583
10,25.40166666666667,0.014750000000000003,0.0,0.0,23.746050853921396,23.745170679019093
11,25.543333333333333,0.014750000000000003,0.0,0.0,23.740823510379048,23.73820294846023
12,25.565,0.014750000000000003,0.0,0.0,23.73326100353371,23.731370376822376
13,25.506666666666668,0.014750000000000003,0.0,0.0,23.731082391289913,23.724243946099662
14,25.448333333333334,0.014750000000000003,0.0,0.0,23.719641566440643,23.716781360228325
15,25.390000000000004,0.014750000000000003,0.0,0.0,23.71584287929768,23.709019632720725
16,25.331666666666667,0.014750000000000003,0.0,0.0,23.70394880073216,23.70097528109078
17,25.273333333333333,0.014750000000000003,0.0,0.0,23.698608345687465,23.69266025511411
18,25.215000000000003,0.014750000000000003,0.0,0.0,23.686995255374786,23.684091982796616
19,25.156666666666663,0.014750000000000003,0.0,0.0,23.680175835160014,23.675280633116774
20,25.098333333333336,0.014750000000000003,0.0,0.0,23.669028893523084,23.666242158113853
21,25.04,0.014750000000000003,0.0,0.0,23.660787504643633,23.65699411351666
22,24.981666666666662,0.014750000000000003,0.0,0.0,23.650200304189397,23.647553504075837
23,24.923333333333336,0.014750000000000003,0.0,0.0,23.640589895701677,23.637936222685703
24,24.865,0.014750000000000003,0.0,0.0,23.630646709282786,23.628160912678062
25,24.806666666666665,0.014750000000000003,0.0,0.0,23.619716513607976,23.61825255193998
26,24.748333333333335,0.014750000000000003,0.0,0.0,23.610522635880294,23.608224166448373
27,24.69,0.014750000000000003,0.0,0.0,23.59831798673518,23.598085345587464
28,24.631666666666668,0.014750000000000003,0.0,0.0,23.589939403540253,23.58784475774152
29,24.57333333333333,0.014750000000000003,0.0,0.0,23.576502552733114,23.57751023921255
30,24.515,0.014750000000000003,0.0,0.0,23.568971629800775,23.56708889906769
31,24.456666666666667,0.014750000000000003,0.0,0.0,23.554342434805406,23.55658720731892
32,24.398333333333333,0.014750000000000003,0.0,0.0,23.547677341660577,23.54601106837437
33,24.340000000000003,0.014750000000000003,0.0,0.0,23.531893604029182,23.535365883828014
34,24.281666666666663,0.014750000000000003,0.0,0.0,23.5261040052161,23.52465660551283
35,24.223333333333336,0.014750000000000003,0.0,0.0,23.509201700678428,23.513887781652297
36,24.165,0.014750000000000003,0.0,0.0,23.504291184831963,23.503063555870348
37,24.106666666666666,0.014750000000000003,0.0,0.0,23.4863046434053,23.492187662443634
38,24.048333333333336,0.014750000000000003,0.0,0.0,23.48227183802297,23.481263636677387
39,23.99,0.014750000000000003,0.0,0.0,23.463233897910495,23.470283012098225
40,23.931666666666665,0.014750000000000003,0.0,0.0,23.460035393474197,23.459235767365122
41,23.873333333333335,0.014750000000000003,0.0,0.0,23.43997815718744,23.448151015100255
42,23.814999999999998,0.014750000000000003,0.0,0.0,23.437621386777508,23.437032194175025
43,23.756666666666668,0.014750000000000003,0.0,0.0,23.416575418595222,23.425881491052035
44,23.69833333333333,0.014750000000000003,0.0,0.0,23.41507577878192,23.414700868828593
45,23.64,0.014750000000000003,0.0,0.0,23.39307004161375,23.403496692827627
46,23.581666666666667,0.014750000000000003,0.0,0.0,23.392460462671156,23.39230806793551
47,23.523333333333333,0.014750000000000003,0.0,0.0,23.369522100474974,23.381102161252805
48,23.465,0.014750000000000003,0.0,0.0,23.369801861960955,23.36987180233245
49,23.406666666666666,0.014750000000000003,0.0,0.0,23.345956832374874,23.358626796152755
50,23.348333333333336,0.014750000000000003,0.0,0.0,23.347086941104052,23.347369468286345
51,23.29,0.014750000000000003,0.0,0.0,23.322360696293178,23.336100487817696
52,23.231666666666662,0.014750000000000003,0.0,0.0,23.32432852659956,23.324820484176158
53,23.173333333333336,0.014750000000000003,0.0,0.0,23.298745602571778,23.313530019548832
54,23.115000000000002,0.014750000000000003,0.0,0.0,23.301532790148364,23.30222958704251
55,23.056666666666665,0.014750000000000003,0.0,0.0,23.27511694138339,23.290919608696687
56,22.998333333333335,0.014750000000000003,0.0,0.0,23.27870373382455,23.27960043193484
57,22.939999999999998,0.014750000000000003,0.0,0.0,23.25147799054353,23.268272325139172
58,22.881666666666668,0.014750000000000003,0.0,0.0,23.255843975445295,23.256935471670737
59,22.82333333333333,0.014750000000000003,0.0,0.0,23.22783068640657,23.245589963045326
60,22.765,0.014750000000000003,0.0,0.0,23.23295475881068,23.23423577691171
61,22.706666666666667,0.014750000000000003,0.0,0.0,23.20417563275964,23.222872752884605
62,22.648333333333333,0.014750000000000003,0.0,0.0,23.21003563825789,23.21150063963245
63,22.590000000000003,0.014750000000000003,0.0,0.0,23.180511789417572,23.200119056154836
64,22.531666666666666,0.014750000000000003,0.0,0.0,23.18708432982699,23.188727464929347
