,T_outdoor,T_room,Q_solar,Q_internal,Q_hvac_cool,Q_hvac_heat,Q_hvac,Q_ghi,Q_load,Timestamp
14.0,13.25,27.09177172566853,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:15:00
15.0,13.333333333333334,27.091367684256955,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:16:00
16.0,13.416666666666666,27.090715095687028,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:17:00
17.0,13.5,27.08984550919152,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:18:00
18.0,13.583333333333332,27.088786405191026,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:19:00
19.0,13.666666666666666,27.087561378187804,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:20:00
20.0,13.75,27.08619102141885,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:21:00
21.0,13.833333333333332,27.08469371542708,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:22:00
22.0,13.916666666666668,27.083085769194398,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:23:00
23.0,14.0,27.081381672661003,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:24:00
24.0,14.083333333333332,27.079594190111067,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:25:00
25.0,14.166666666666668,27.07773421456932,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:26:00
26.0,14.25,27.075811293114537,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:27:00
27.0,14.333333333333334,27.073834137410312,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:28:00
28.0,14.416666666666666,27.0718106081752,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:29:00
29.0,14.5,27.069747787125703,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:30:00
30.0,14.583333333333334,27.067651965013333,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:31:00
31.0,14.666666666666666,27.065528667785102,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:32:00
32.0,14.75,27.063382771439677,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:33:00
33.0,14.833333333333332,27.06121867621904,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:34:00
34.0,14.916666666666668,27.05904032121216,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:35:00
35.0,15.0,27.05685123891388,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:36:00
36.0,15.083333333333334,27.054654507454412,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:37:00
37.0,15.166666666666666,27.05245311736194,0.0,0.9325884007271725,0.0,0.0,0.0,0.0,0.9325884007271725, 08/15  00:38:00
