,T_outdoor,T_room,Q_solar,Q_internal,Q_hvac_cool,Q_hvac_heat,Q_hvac,Q_ghi,Q_load,Timestamp
980.0,22.3,24.531555783062622,3.6897570918196054,7.015409452203087,16.6481269834406,0.0,-16.6481269834406,3.6897570918196054,-9.632717531237514, 08/15  16:21:00
981.0,22.26666666666667,25.084506544636465,3.6774652730386426,7.015409452203087,0.0,0.0,0.0,3.6774652730386426,7.015409452203087, 08/15  16:22:00
982.0,22.233333333333334,25.11085531356999,3.6651116474083256,7.015409452203087,43.391382358408066,0.0,-43.391382358408066,3.6651116474083256,-36.37597290620498, 08/15  16:23:00
983.0,22.2,24.60375870019619,3.6526960490683726,7.015409452203087,32.1079991878213,0.0,-32.1079991878213,3.6526960490683726,-25.092589735618212, 08/15  16:24:00
984.0,22.166666666666664,24.531990799212146,3.640218310799915,7.015409452203087,16.728259527595053,0.0,-16.728259527595053,3.640218310799915,-9.712850075391966, 08/15  16:25:00
985.0,22.133333333333333,25.075903415333343,3.6276782639250227,7.015409452203087,0.0,0.0,0.0,3.6276782639250227,7.015409452203087, 08/15  16:26:00
986.0,22.1,25.100583634088,3.6150757382022176,7.015409452203087,43.37282293037084,0.0,-43.37282293037084,3.6150757382022176,-36.35741347816775, 08/15  16:27:00
987.0,22.066666666666666,24.59468246808329,3.602410561717855,7.015409452203087,31.815123161629344,0.0,-31.815123161629344,3.602410561717855,-24.799713709426257, 08/15  16:28:00
988.0,22.03333333333333,24.531721490120304,3.589682560773102,7.015409452203087,16.702554026001444,0.0,-16.702554026001444,3.589682560773102,-9.687144573798356, 08/15  16:29:00
989.0,22.0,25.07888722883775,3.5768915597663637,7.015409452203087,0.0,0.0,0.0,3.5768915597663637,7.015409452203087, 08/15  16:30:00
990.0,21.96666666666667,25.10194086342783,3.5526789629719437,7.015409452203087,43.34580701038058,0.0,-43.34580701038058,3.5526789629719437,-36.330397558177495, 08/15  16:31:00
991.0,21.933333333333334,24.59341041407638,3.5283562640591635,7.015409452203087,31.415077789648237,0.0,-31.415077789648237,3.5283562640591635,-24.39966833744515, 08/15  16:32:00
992.0,21.9,24.531657724795597,3.5039233326830783,7.015409452203087,16.74373460312833,0.0,-16.74373460312833,3.5039233326830783,-9.728325150925244, 08/15  16:33:00
993.0,21.866666666666667,25.079507002688807,3.479380038246267,7.015409452203087,0.0,0.0,0.0,3.479380038246267,7.015409452203087, 08/15  16:34:00
994.0,21.833333333333332,25.102556078999676,3.454726249797202,7.015409452203087,43.328220685588605,0.0,-43.328220685588605,3.454726249797202,-36.31281123338552, 08/15  16:35:00
995.0,21.8,24.593695516806775,3.42996183592415,7.015409452203087,31.16481983800054,0.0,-31.16481983800054,3.42996183592415,-24.149410385797452, 08/15  16:36:00
996.0,21.76666666666667,24.53164911986525,3.405086664644378,7.015409452203087,16.78106960337706,0.0,-16.78106960337706,3.405086664644378,-9.765660151173972, 08/15  16:37:00
997.0,21.733333333333334,25.079172053426333,3.3801006032884158,7.015409452203087,0.0,0.0,0.0,3.3801006032884158,7.015409452203087, 08/15  16:38:00
998.0,21.7,25.10152073846063,3.3550035183791227,7.015409452203087,43.31085612840167,0.0,-43.31085612840167,3.3550035183791227,-36.29544667619858, 08/15  16:39:00
999.0,21.666666666666668,24.59152193226337,3.3297952755052704,7.015409452203087,30.852462093695983,0.0,-30.852462093695983,3.3297952755052704,-23.837052641492896, 08/15  16:40:00
1000.0,21.633333333333333,24.531566706708468,3.304475739189355,7.015409452203087,16.748877317635515,0.0,-16.748877317635515,3.304475739189355,-9.733467865432427, 08/15  16:41:00
1001.0,21.6,25.07900454004028,3.2790447727493284,7.015409452203087,0.0,0.0,0.0,3.2790447727493284,7.015409452203087, 08/15  16:42:00
1002.0,21.566666666666666,25.099590208342793,3.253502238153919,7.015409452203087,43.28277901985554,0.0,-43.28277901985554,3.253502238153919,-36.26736956765245, 08/15  16:43:00
1003.0,21.53333333333333,24.588067791489745,3.227847995871188,7.015409452203087,30.4226821357105,0.0,-30.4226821357105,3.227847995871188,-23.40727268350741, 08/15  16:44:00
1004.0,21.5,24.531455081453355,3.2020819047099605,7.015409452203087,16.799042238276925,0.0,-16.799042238276925,3.2020819047099605,-9.783632786073838, 08/15  16:45:00
1005.0,21.46666666666667,25.08079667397157,3.1762038216537336,7.015409452203087,0.0,0.0,0.0,3.1762038216537336,7.015409452203087, 08/15  16:46:00
1006.0,21.433333333333334,25.101659937166676,3.150213601686629,7.015409452203087,43.26515141465899,0.0,-43.26515141465899,3.150213601686629,-36.2497419624559, 08/15  16:47:00
1007.0,21.4,24.5896264299557,3.124111097610975,7.015409452203087,30.162058708091834,0.0,-30.162058708091834,3.124111097610975,-23.146649255888747, 08/15  16:48:00
1008.0,21.366666666666667,24.53148370157541,3.029137071307835,7.015409452203087,16.821366933094076,0.0,-16.821366933094076,3.029137071307835,-9.805957480890989, 08/15  16:49:00
1009.0,21.333333333333332,25.08036649367465,3.003856633892415,7.015409452203087,0.0,0.0,0.0,3.003856633892415,7.015409452203087, 08/15  16:50:00
1010.0,21.3,25.1011291366231,2.9784513940218886,7.015409452203087,43.24339402082168,0.0,-43.24339402082168,2.9784513940218886,-36.227984568618595, 08/15  16:51:00
1011.0,21.26666666666667,24.587833134131486,2.9529212107325344,7.015409452203087,29.776588710421443,0.0,-29.776588710421443,2.9529212107325344,-22.761179258218355, 08/15  16:52:00
1012.0,21.233333333333334,24.531418367025182,2.9272659423808243,7.015409452203087,16.809219244606577,0.0,-16.809219244606577,2.9272659423808243,-9.79380979240349, 08/15  16:53:00
1013.0,21.200000000000003,25.0802219790476,2.9014854464861353,7.015409452203087,0.0,0.0,0.0,2.9014854464861353,7.015409452203087, 08/15  16:54:00
1014.0,21.166666666666668,25.099431178767453,2.8755795795656605,7.015409452203087,43.214117648931136,0.0,-43.214117648931136,2.8755795795656605,-36.19870819672805, 08/15  16:55:00
1015.0,21.133333333333333,24.584580413277802,2.8495481969610674,7.015409452203087,29.327973538523807,0.0,-29.327973538523807,2.8495481969610674,-22.31256408632072, 08/15  16:56:00
1016.0,21.1,24.531318201070047,2.8233911526563586,7.015409452203087,16.8642529261221,0.0,-16.8642529261221,2.8233911526563586,-9.848843473919011, 08/15  16:57:00
1017.0,21.066666666666666,25.082087277500758,2.7971082990864544,7.015409452203087,0.0,0.0,0.0,2.7971082990864544,7.015409452203087, 08/15  16:58:00
1018.0,21.03333333333333,25.101782199037817,2.7706994869358796,7.015409452203087,43.195382784604575,0.0,-43.195382784604575,2.7706994869358796,-36.17997333240149, 08/15  16:59:00
1019.0,21.0,24.586415628127757,2.744164564926972,7.015409452203087,29.048928926252994,0.0,-29.048928926252994,2.744164564926972,-22.033519474049907, 08/15  17:00:00
1020.0,20.98333333333333,24.765869578569458,2.717503379596931,6.431820087201054,0.0,0.0,0.0,2.717503379596931,6.431820087201054, 08/15  17:01:00
1021.0,20.96666666666667,25.402442609358832,2.690715775063032,6.431820087201054,0.0,0.0,0.0,2.690715775063032,6.431820087201054, 08/15  17:02:00
1022.0,20.95,26.119954548690885,2.663801592775231,6.431820087201054,0.0,0.0,0.0,2.663801592775231,6.431820087201054, 08/15  17:03:00
1023.0,20.933333333333334,26.737554488929625,2.6367606712553586,6.431820087201054,0.0,0.0,0.0,2.6367606712553586,6.431820087201054, 08/15  17:04:00
1024.0,20.916666666666668,27.228003710542033,2.609592845822053,6.431820087201054,0.0,0.0,0.0,2.609592845822053,6.431820087201054, 08/15  17:05:00
1025.0,20.900000000000006,27.62053643909346,2.5822979483004684,6.431820087201054,0.0,0.0,0.0,2.5822979483004684,6.431820087201054, 08/15  17:06:00
1026.0,20.883333333333333,27.804336223381682,2.5548758067158057,6.431820087201054,4.454146387797381,0.0,-4.454146387797381,2.5548758067158057,1.977673699403673, 08/15  17:07:00
1027.0,20.866666666666667,28.01395037960936,2.5273262449695424,6.431820087201054,0.0,0.0,0.0,2.5273262449695424,6.431820087201054, 08/15  17:08:00
1028.0,20.85,27.999321910497468,2.499649082497247,6.431820087201054,9.876280745125946,0.0,-9.876280745125946,2.499649082497247,-3.4444606579248926, 08/15  17:09:00
1029.0,20.833333333333332,28.111817788045737,2.4718441339067025,6.431820087201054,0.0,0.0,0.0,2.4718441339067025,6.431820087201054, 08/15  17:10:00
1030.0,20.816666666666666,28.003198552718974,2.443911208595032,6.431820087201054,10.318474871764888,0.0,-10.318474871764888,2.443911208595032,-3.8866547845638344, 08/15  17:11:00
1031.0,20.8,28.078613776693135,2.4158501103433387,6.431820087201054,0.0,0.0,0.0,2.4158501103433387,6.431820087201054, 08/15  17:12:00
1032.0,20.78333333333333,28.001978104921953,2.387660636887344,6.4447292029119625,10.55193477233636,0.0,-10.55193477233636,2.387660636887344,-4.107205569424397, 08/15  17:13:00
1033.0,20.76666666666667,28.105367998919725,2.3593425794623095,6.4447292029119625,0.0,0.0,0.0,2.3593425794623095,6.4447292029119625, 08/15  17:14:00
1034.0,20.75,28.002995110952273,2.3308957223204447,6.4447292029119625,10.889534177986109,0.0,-10.889534177986109,2.3308957223204447,-4.444804975074146, 08/15  17:15:00
1035.0,20.733333333333334,28.088678914427984,2.302319842218805,6.4447292029119625,0.0,0.0,0.0,2.302319842218805,6.4447292029119625, 08/15  17:16:00
1036.0,20.71666666666667,28.002359020237975,2.273614707875597,6.4447292029119625,10.940337369867851,0.0,-10.940337369867851,2.273614707875597,-4.495608166955889, 08/15  17:17:00
1037.0,20.7,28.103044530113177,2.2447800793925374,6.4447292029119625,0.0,0.0,0.0,2.2447800793925374,6.4447292029119625, 08/15  17:18:00
1038.0,20.683333333333334,28.002933041525974,2.215815707640791,6.4447292029119625,11.19255467883431,0.0,-11.19255467883431,2.215815707640791,-4.747825475922348, 08/15  17:19:00
1039.0,20.666666666666668,28.095201515265956,2.1867213336077787,6.4447292029119625,0.0,0.0,0.0,2.1867213336077787,6.4447292029119625, 08/15  17:20:00
1040.0,20.65,28.002642009918453,2.157496687701901,6.4447292029119625,11.287314899267393,0.0,-11.287314899267393,2.157496687701901,-4.842585696355431, 08/15  17:21:00
1041.0,20.633333333333333,28.10298054117371,2.128141489011986,6.4447292029119625,0.0,0.0,0.0,2.128141489011986,6.4447292029119625, 08/15  17:22:00
1042.0,20.616666666666667,28.002968555394798,2.09865544451797,6.4447292029119625,11.47736622896034,0.0,-11.47736622896034,2.09865544451797,-5.032637026048378, 08/15  17:23:00
1043.0,20.6,28.100086607341844,2.0391847768485714,6.4447292029119625,0.0,0.0,0.0,2.0391847768485714,6.4447292029119625, 08/15  17:24:00
1044.0,20.583333333333332,28.002884014111977,2.009812848638219,6.4447292029119625,11.581631909056325,0.0,-11.581631909056325,2.009812848638219,-5.136902706144363, 08/15  17:25:00
1045.0,20.56666666666667,28.10434789364626,1.980302414900257,6.4447292029119625,0.0,0.0,0.0,1.980302414900257,6.4447292029119625, 08/15  17:26:00
1046.0,20.55,28.003073779561383,1.9506533764383522,6.4447292029119625,11.74314316780776,0.0,-11.74314316780776,1.9506533764383522,-5.298413964895798, 08/15  17:27:00
1047.0,20.53333333333333,28.103366652185233,1.920865631158408,6.4447292029119625,0.0,0.0,0.0,1.920865631158408,6.4447292029119625, 08/15  17:28:00
1048.0,20.51666666666667,28.003057020436287,1.8909390736994856,6.4447292029119625,11.855178339444485,0.0,-11.855178339444485,1.8909390736994856,-5.410449136532523, 08/15  17:29:00
1049.0,20.5,28.106107045119064,1.8608735950385629,6.4447292029119625,0.0,0.0,0.0,1.8608735950385629,6.4447292029119625, 08/15  17:30:00
1050.0,20.483333333333334,28.00318798903994,1.836054074052373,6.4447292029119625,11.998827214741564,0.0,-11.998827214741564,1.836054074052373,-5.554098011829601, 08/15  17:31:00
1051.0,20.46666666666667,28.106080256835938,1.81120478518468,6.4447292029119625,0.0,0.0,0.0,1.81120478518468,6.4447292029119625, 08/15  17:32:00
1052.0,20.45,28.003205883627476,1.7863258315566721,6.4447292029119625,12.115022400296667,0.0,-12.115022400296667,1.7863258315566721,-5.670293197384704, 08/15  17:33:00
1053.0,20.43333333333333,28.107900389213256,1.7614173154477408,6.4447292029119625,0.0,0.0,0.0,1.7614173154477408,6.4447292029119625, 08/15  17:34:00
1054.0,20.416666666666668,28.003299489714045,1.7369280717292617,6.4447292029119625,12.240517935540733,0.0,-12.240517935540733,1.7369280717292617,-5.795788732628771, 08/15  17:35:00
1055.0,20.4,28.108413169777265,1.7119638708264828,6.4447292029119625,0.0,0.0,0.0,1.7119638708264828,6.4447292029119625, 08/15  17:36:00
1056.0,20.383333333333333,28.003340026056133,1.6869704177090734,6.4447292029119625,12.354880433650608,0.0,-12.354880433650608,1.6869704177090734,-5.910151230738646, 08/15  17:37:00
1057.0,20.366666666666667,28.10978052595682,1.6619478083770565,6.4447292029119625,0.0,0.0,0.0,1.6619478083770565,6.4447292029119625, 08/15  17:38:00
1058.0,20.35,28.003414907506013,1.636896137476881,6.4447292029119625,12.467982736876575,0.0,-12.467982736876575,1.636896137476881,-6.0232535339646125, 08/15  17:39:00
1059.0,20.333333333333332,28.110499783458277,1.6118154982131103,6.4447292029119625,0.0,0.0,0.0,1.6118154982131103,6.4447292029119625, 08/15  17:40:00
1060.0,20.316666666666666,28.003463324430655,1.5867059822530565,6.4447292029119625,12.571642600423148,0.0,-12.571642600423148,1.5867059822530565,-6.126913397511186, 08/15  17:41:00
1061.0,20.3,28.111624227686132,1.5615676796236637,6.4447292029119625,0.0,0.0,0.0,1.5615676796236637,6.4447292029119625, 08/15  17:42:00
1062.0,20.283333333333335,28.003528829624898,1.53640067859989,6.4447292029119625,12.6770623303607,0.0,-12.6770623303607,1.53640067859989,-6.2323331274487375, 08/15  17:43:00
1063.0,20.26666666666667,28.1124065864747,1.5112050655837108,6.4447292029119625,0.0,0.0,0.0,1.5112050655837108,6.4447292029119625, 08/15  17:44:00
1064.0,20.25,28.00357921339879,1.4859809249728244,6.4447292029119625,12.772957707284592,0.0,-12.772957707284592,1.4859809249728244,-6.328228504372629, 08/15  17:45:00
1065.0,20.233333333333334,28.113354894672362,1.4607283390179717,6.4447292029119625,0.0,0.0,0.0,1.4607283390179717,6.4447292029119625, 08/15  17:46:00
1066.0,20.216666666666665,28.00363663912468,1.4354473876677298,6.4447292029119625,12.866209016470295,0.0,-12.866209016470295,1.4354473876677298,-6.421479813558332, 08/15  17:47:00
1067.0,20.2,28.11416953891013,1.4101381483994482,6.4447292029119625,0.0,0.0,0.0,1.4101381483994482,6.4447292029119625, 08/15  17:48:00
1068.0,20.183333333333334,28.003688605938205,1.3848006960348602,6.4447292029119625,12.956431901705898,0.0,-12.956431901705898,1.3848006960348602,-6.511702698793935, 08/15  17:49:00
1069.0,20.166666666666668,28.115032049063657,1.3594351025387514,6.4447292029119625,0.0,0.0,0.0,1.3594351025387514,6.4447292029119625, 08/15  17:50:00
1070.0,20.15,28.003741999158418,1.3340414367988258,6.4447292029119625,13.041009959247587,0.0,-13.041009959247587,1.3340414367988258,-6.5962807563356245, 08/15  17:51:00
1071.0,20.133333333333336,28.11583044390284,1.308619764384738,6.457638318622873,0.0,0.0,0.0,1.308619764384738,6.457638318622873, 08/15  17:52:00
1072.0,20.116666666666664,28.00379268097136,1.2831701472839536,6.457638318622873,13.173386002290027,0.0,-13.173386002290027,1.2831701472839536,-6.7157476836671535, 08/15  17:53:00
1073.0,20.1,28.116625889881092,1.2576926436118587,6.457638318622873,0.0,0.0,0.0,1.2576926436118587,6.457638318622873, 08/15  17:54:00
1074.0,20.083333333333332,28.003843717182203,1.2321873072931833,6.463778252535596,13.249638502306736,0.0,-13.249638502306736,1.2321873072931833,-6.78586024977114, 08/15  17:55:00
1075.0,20.066666666666666,28.11742226776827,1.2066541877114398,6.463778252535596,0.0,0.0,0.0,1.2066541877114398,6.463778252535596, 08/15  17:56:00
1076.0,20.05,28.00389344662864,1.1810933293226356,6.463778252535596,13.352044684675693,0.0,-13.352044684675693,1.1810933293226356,-6.888266432140098, 08/15  17:57:00
1077.0,20.03333333333333,28.118120076562747,1.1555047712290538,6.463778252535596,0.0,0.0,0.0,1.1555047712290538,6.463778252535596, 08/15  17:58:00
1078.0,20.01666666666667,28.003939528865402,1.1298885467083106,6.463778252535596,13.408178235456003,0.0,-13.408178235456003,1.1298885467083106,-6.944399982920407, 08/15  17:59:00
1079.0,20.0,28.118939122848996,1.1042446826922654,6.463778252535596,0.0,0.0,0.0,1.1042446826922654,6.463778252535596, 08/15  18:00:00
1080.0,20.0,28.003816208296993,1.0785731991895993,5.880188887533559,12.8057047379055,0.0,-12.8057047379055,1.0785731991895993,-6.925515850371942, 08/15  18:01:00
1081.0,20.0,28.100273205328712,1.0528741086450537,5.880188887533559,0.0,0.0,0.0,1.0528741086450537,5.880188887533559, 08/15  18:02:00
1082.0,20.0,28.003008338220646,1.0271474152272992,5.880188887533559,11.73307992688317,0.0,-11.73307992688317,1.0271474152272992,-5.85289103934961, 08/15  18:03:00
1083.0,20.0,28.113787451130165,1.0013931140362717,5.880188887533559,0.0,0.0,0.0,1.0013931140362717,5.880188887533559, 08/15  18:04:00
1084.0,20.0,28.003565669920825,0.9756111902194934,5.880188887533559,12.389250207592795,0.0,-12.389250207592795,0.9756111902194934,-6.509061320059236, 08/15  18:05:00
1085.0,20.0,28.10490261340327,0.9498016179853515,5.880188887533559,0.0,0.0,0.0,0.9498016179853515,5.880188887533559, 08/15  18:06:00
1086.0,20.0,28.003207098797308,0.923964359499512,5.880188887533559,11.963628563860123,0.0,-11.963628563860123,0.923964359499512,-6.083439676326564, 08/15  18:07:00
1087.0,20.000000000000004,28.111799549670273,0.8980993636485493,5.880188887533559,0.0,0.0,0.0,0.8980993636485493,5.880188887533559, 08/15  18:08:00
1088.0,20.0,28.003496354767627,0.8722065646524636,5.880188887533559,12.303766925694026,0.0,-12.303766925694026,0.8722065646524636,-6.423578038160467, 08/15  18:09:00
1089.0,20.0,28.10759402831088,0.8462858805048487,5.880188887533559,0.0,0.0,0.0,0.8462858805048487,5.880188887533559, 08/15  18:10:00
1090.0,20.0,28.00333362007044,0.8437157695875073,5.880188887533559,12.106004233933994,0.0,-12.106004233933994,0.8437157695875073,-6.225815346400435, 08/15  18:11:00
1091.0,20.0,28.111519246429538,0.8165939865103004,5.880188887533559,0.0,0.0,0.0,0.8165939865103004,5.880188887533559, 08/15  18:12:00
1092.0,20.0,28.00350683726074,0.7894429772207525,5.880188887533559,12.292201986726983,0.0,-12.292201986726983,0.7894429772207525,-6.412013099193424, 08/15  18:13:00
1093.0,20.0,28.10950215495444,0.7622636770273156,5.893098003244469,0.0,0.0,0.0,0.7622636770273156,5.893098003244469, 08/15  18:14:00
1094.0,20.0,28.003428917187417,0.7350571062522732,5.893098003244469,12.247019312434926,0.0,-12.247019312434926,0.7350571062522732,-6.353921309190457, 08/15  18:15:00
1095.0,20.0,28.111580433878807,0.7078243803814978,5.893098003244469,0.0,0.0,0.0,0.7078243803814978,5.893098003244469, 08/15  18:16:00
1096.0,20.0,28.003518772993534,0.6805667216304699,5.893098003244469,12.332190394532761,0.0,-12.332190394532761,0.6805667216304699,-6.439092391288292, 08/15  18:17:00
1097.0,20.0,28.110165249465066,0.653285472152167,5.893098003244469,0.0,0.0,0.0,0.653285472152167,5.893098003244469, 08/15  18:18:00
1098.0,20.0,28.00344470112516,0.6259821091526904,5.893098003244469,12.300745048847048,0.0,-12.300745048847048,0.6259821091526904,-6.407647045602579, 08/15  18:19:00
1099.0,20.0,28.111470397276474,0.5986582622286818,5.893098003244469,0.0,0.0,0.0,0.5986582622286818,5.893098003244469, 08/15  18:20:00
1100.0,20.0,28.003506938302184,0.5713157332982921,5.893098003244469,12.347463580927782,0.0,-12.347463580927782,0.5713157332982921,-6.454365577683313, 08/15  18:21:00
1101.0,20.0,28.111198026776584,0.5439565195668504,5.893098003244469,0.0,0.0,0.0,0.5439565195668504,5.893098003244469, 08/15  18:22:00
1102.0,20.0,28.0035027291222,0.5165828400518576,5.893098003244469,12.335876361373165,0.0,-12.335876361373165,0.5165828400518576,-6.442778358128696, 08/15  18:23:00
1103.0,20.0,28.11203151962096,0.4891971662926532,5.893098003244469,0.0,0.0,0.0,0.4891971662926532,5.893098003244469, 08/15  18:24:00
1104.0,20.0,28.00354701800426,0.4618022579917288,5.893098003244469,12.362861425536307,0.0,-12.362861425536307,0.4618022579917288,-6.469763422291838, 08/15  18:25:00
1105.0,20.0,28.11212650448389,0.43440120448186237,5.893098003244469,0.0,0.0,0.0,0.43440120448186237,5.893098003244469, 08/15  18:26:00
1106.0,20.0,28.003557651737175,0.43239283558092084,5.893098003244469,12.364122007086594,0.0,-12.364122007086594,0.43239283558092084,-6.471024003842126, 08/15  18:27:00
1107.0,20.0,28.112595540345357,0.4030727918388056,5.893098003244469,0.0,0.0,0.0,0.4030727918388056,5.893098003244469, 08/15  18:28:00
1108.0,20.0,28.00358368225507,0.37375866989773265,5.893098003244469,12.386683549783545,0.0,-12.386683549783545,0.37375866989773265,-6.493585546539076, 08/15  18:29:00
1109.0,20.0,28.11281672094044,0.3444559171146613,5.893098003244469,0.0,0.0,0.0,0.3444559171146613,5.893098003244469, 08/15  18:30:00
1110.0,20.0,28.003600517693283,0.3359447258021359,5.893098003244469,12.383292606689707,0.0,-12.383292606689707,0.3359447258021359,-6.4901946034452385, 08/15  18:31:00
1111.0,20.0,28.113196468468153,0.3275361371246774,5.893098003244469,0.0,0.0,0.0,0.3275361371246774,5.893098003244469, 08/15  18:32:00
1112.0,20.0,28.00362079368133,0.3192303531325346,5.893098003244469,12.41638843663626,0.0,-12.41638843663626,0.3192303531325346,-6.52329043339179, 08/15  18:33:00
1113.0,20.0,28.11347586079419,0.31102758717593537,5.893098003244469,0.0,0.0,0.0,0.31102758717593537,5.893098003244469, 08/15  18:34:00
1114.0,20.0,28.00363980622832,0.3029280640322202,5.893098003244469,12.4275516228958,0.0,-12.4275516228958,0.3029280640322202,-6.534453619651331, 08/15  18:35:00
1115.0,20.0,28.113720802312226,0.294932019526412,5.893098003244469,0.0,0.0,0.0,0.294932019526412,5.893098003244469, 08/15  18:36:00
1116.0,20.0,28.003651180118176,0.2870396993933118,5.893098003244469,12.45341764375676,0.0,-12.45341764375676,0.2870396993933118,-6.560319640512291, 08/15  18:37:00
1117.0,20.0,28.113898953403808,0.27925135702496867,5.893098003244469,0.0,0.0,0.0,0.27925135702496867,5.893098003244469, 08/15  18:38:00
1118.0,20.0,28.003660574569174,0.2715672496011737,5.893098003244469,12.468105161201093,0.0,-12.468105161201093,0.2715672496011737,-6.575007157956624, 08/15  18:39:00
1119.0,20.0,28.114161184760682,0.263987631895631,5.893098003244469,0.0,0.0,0.0,0.263987631895631,5.893098003244469, 08/15  18:40:00
1120.0,20.0,28.003625043635118,0.2565127467633791,5.893098003244469,12.489939182414556,0.0,-12.489939182414556,0.2565127467633791,-6.596841179170087, 08/15  18:41:00
1121.0,20.0,28.109137782631567,0.2491428109137341,5.893098003244469,0.0,0.0,0.0,0.2491428109137341,5.893098003244469, 08/15  18:42:00
1122.0,20.0,28.003355177845492,0.2418779940143007,5.893098003244469,12.50602699884293,0.0,-12.50602699884293,0.2418779940143007,-6.612928995598462, 08/15  18:43:00
1123.0,20.0,28.112701509455775,0.2347183883984121,5.893098003244469,0.0,0.0,0.0,0.2347183883984121,5.893098003244469, 08/15  18:44:00
1124.0,20.0,28.003522560521425,0.2276639655893381,5.893098003244469,12.524999205335565,0.0,-12.524999205335565,0.2276639655893381,-6.631901202091096, 08/15  18:45:00
1125.0,20.0,28.110498760585934,0.22071451442711065,5.893098003244469,0.0,0.0,0.0,0.22071451442711065,5.893098003244469, 08/15  18:46:00
1126.0,20.0,28.003419688984685,0.21386955370869068,5.893098003244469,12.541398554176755,0.0,-12.541398554176755,0.21386955370869068,-6.648300550932286, 08/15  18:47:00
1127.0,20.0,28.112230733977913,0.20712820989169145,5.893098003244469,0.0,0.0,0.0,0.20712820989169145,5.893098003244469, 08/15  18:48:00
1128.0,20.0,28.00350049757957,0.2004890476571763,5.893098003244469,12.558934701110044,0.0,-12.558934701110044,0.2004890476571763,-6.665836697865575, 08/15  18:49:00
1129.0,20.0,28.111298221595113,0.19394983837963917,5.893098003244469,0.0,0.0,0.0,0.19394983837963917,5.893098003244469, 08/15  18:50:00
1130.0,20.0,28.003459385749185,0.1875072498746267,5.893098003244469,12.57494396891614,0.0,-12.57494396891614,0.1875072498746267,-6.681845965671671, 08/15  18:51:00
1131.0,20.0,28.11220289347527,0.18115644253539703,5.893098003244469,0.0,0.0,0.0,0.18115644253539703,5.893098003244469, 08/15  18:52:00
1132.0,20.0,28.003502247163638,0.17489056676032094,5.893098003244469,12.591145190155686,0.0,-12.591145190155686,0.17489056676032094,-6.698047186911217, 08/15  18:53:00
1133.0,20.0,28.11185845969488,0.1687001826141037,5.893098003244469,0.0,0.0,0.0,0.1687001826141037,5.893098003244469, 08/15  18:54:00
1134.0,20.0,28.00348651738694,0.0,5.893098003244469,12.57403840981836,0.0,-12.57403840981836,0.0,-6.6809404065738915, 08/15  18:55:00
1135.0,20.0,28.11203014501039,0.0,5.893098003244469,0.0,0.0,0.0,0.0,5.893098003244469, 08/15  18:56:00
1136.0,20.0,28.003498310352587,0.0,5.893098003244469,12.528566525687317,0.0,-12.528566525687317,0.0,-6.6354685224428485, 08/15  18:57:00
1137.0,20.0,28.112199899497035,0.0,5.893098003244469,0.0,0.0,0.0,0.0,5.893098003244469, 08/15  18:58:00
1138.0,20.0,28.0035068498276,0.0,5.893098003244469,12.576847614425485,0.0,-12.576847614425485,0.0,-6.683749611181017, 08/15  18:59:00
1139.0,20.0,28.11237492624475,0.0,5.893098003244469,0.0,0.0,0.0,0.0,5.893098003244469, 08/15  19:00:00
1140.0,19.98333333333333,28.00335358732656,0.0,5.309508638242433,11.88123716702391,0.0,-11.88123716702391,0.0,-6.571728528781477, 08/15  19:01:00
1141.0,19.966666666666665,28.09316121802086,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:02:00
1142.0,19.95,28.002560929198008,0.0,5.309508638242433,10.775702165273133,0.0,-10.775702165273133,0.0,-5.4661935270307, 08/15  19:03:00
1143.0,19.933333333333334,28.10621716009154,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:04:00
1144.0,19.916666666666664,28.003058632526304,0.0,5.309508638242433,11.372889413846027,0.0,-11.372889413846027,0.0,-6.063380775603593, 08/15  19:05:00
1145.0,19.9,28.096834884524426,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:06:00
1146.0,19.883333333333333,28.002695081069565,0.0,5.309508638242433,10.912568482167728,0.0,-10.912568482167728,0.0,-5.603059843925295, 08/15  19:07:00
1147.0,19.866666666666667,28.103332039150136,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:08:00
1148.0,19.85,28.00294318552774,0.0,5.309508638242433,11.20863098341223,0.0,-11.20863098341223,0.0,-5.899122345169796, 08/15  19:09:00
1149.0,19.833333333333336,28.098688418172085,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:10:00
1150.0,19.816666666666666,28.002764294441164,0.0,5.309508638242433,10.973370176493324,0.0,-10.973370176493324,0.0,-5.663861538250891, 08/15  19:11:00
1151.0,19.8,28.10190409290851,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:12:00
1152.0,19.78333333333333,28.002887047713774,0.0,5.309508638242433,11.115927296398022,0.0,-11.115927296398022,0.0,-5.8064186581555886, 08/15  19:13:00
1153.0,19.76666666666667,28.09959880725261,0.0,5.309508638242433,0.0,0.0,0.0,0.0,5.309508638242433, 08/15  19:14:00
